source_id,author,title,source_type,collection,verdict,edition,known_url,passages,words,in_ingestion_log,note
jw-letter-1789b-32-to-elizabeth-baker,john-wesley,B 32 To Elizabeth Baker,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,284,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1747-07-to-ebenezer-blackwell,john-wesley,07 To Ebenezer Blackwell,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,283,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1769-05-to-ann-bolton,john-wesley,05 To Ann Bolton,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,283,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1770-06-to-ann-bolton,john-wesley,06 To Ann Bolton,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,283,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1779-05-to-elizabeth-morgan,john-wesley,05 To Elizabeth Morgan,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,283,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1748-01-to-ebenezer-blackwell,john-wesley,01 To Ebenezer Blackwell,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,282,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1759-24-to-john-downes-rector-of-st-michaels-wood-street-e,john-wesley,24 To John Downes Rector Of St Michaels Wood Street E,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,282,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1783a-02-to-ann-bolton,john-wesley,A 02 To Ann Bolton,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,282,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1785b-04-to-arthur-keene,john-wesley,B 04 To Arthur Keene,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,282,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1786b-13-to-mary-cooke,john-wesley,B 13 To Mary Cooke,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,282,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1789a-71-to-president-heath,john-wesley,A 71 To President Heath,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,282,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1791-23-to-adam-clarke,john-wesley,23 To Adam Clarke,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,282,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1764-15-to-cradock-glascott,john-wesley,15 To Cradock Glascott,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,281,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1778-05-to-ann-bolton,john-wesley,05 To Ann Bolton,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,281,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1788a-30-to-his-nephew-samuel-wesley,john-wesley,A 30 To His Nephew Samuel Wesley,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,281,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1751-20-to-his-brother-charles,john-wesley,20 To His Brother Charles,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,280,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1761-13-to-his-wife,john-wesley,13 To His Wife,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,280,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
